epoch,time,loss,val_loss,dice
1,251.3597695827484,0.3178664077632721,0.0,0
2,251.41969895362854,0.04555745923909515,0.0,0
3,256.8543064594269,0.03160173879763759,0.0,0
4,255.60779237747192,0.02466042052073698,0.0,0
5,259.7077033519745,0.02498230674324896,0.0,0
6,260.07278871536255,0.021877047537376706,0.0,0
7,259.4420335292816,0.02321321290646926,0.0,0
8,249.07557463645935,0.021093737027539434,0.0,0
9,246.26737785339355,0.01944952495931724,0.0,0
10,247.15247988700867,0.020056759885039188,0.0,0
11,254.09673237800598,0.02052306266614614,0.0,0
12,259.5826578140259,0.01915207731957061,0.0,0
13,258.37556862831116,0.019030436283548755,0.0,0
14,250.71703004837036,0.018901629082578867,0.0,0
15,256.0799472332001,0.019193153254116493,0.0,0
16,241.64143919944763,0.018212349595912634,0.0,0
17,253.0228250026703,0.017988002472244698,0.0,0
18,255.7095069885254,0.017213466681373378,0.0,0
19,252.13930940628052,0.01747273776558236,0.0,0
20,257.4502663612366,0.017114131512066814,0.0,0
21,249.59506750106812,0.01688102895718295,0.0,0
22,255.0827078819275,0.016154512633590364,0.0,0
23,263.9724018573761,0.016289640052880822,0.0,0
24,256.9227669239044,0.01594934806215782,0.0,0
25,262.6265106201172,0.016071746115403147,0.0,0
26,258.248455286026,0.0165387717969775,0.0,0
27,254.95331811904907,0.015239928052358964,0.0,0
28,251.39105105400085,0.014321278240650706,0.0,0
29,257.3396043777466,0.015809741652624224,0.0,0
30,289.505571603775,0.014766896081070733,"tensor(0.0068, device='cuda:0')","tensor(0.9600, device='cuda:0')"
31,299.4028947353363,0.014512368599131414,"tensor(0.0074, device='cuda:0')","tensor(0.9542, device='cuda:0')"
32,303.9941837787628,0.014116844067129845,"tensor(0.0075, device='cuda:0')","tensor(0.9472, device='cuda:0')"
33,302.5945131778717,0.014284167610578992,"tensor(0.0083, device='cuda:0')","tensor(0.9455, device='cuda:0')"
34,310.3255696296692,0.013762926325773278,"tensor(0.0078, device='cuda:0')","tensor(0.9489, device='cuda:0')"
35,293.00692439079285,0.014265962432290372,"tensor(0.0071, device='cuda:0')","tensor(0.9545, device='cuda:0')"
36,299.69551491737366,0.013914845448683584,"tensor(0.0069, device='cuda:0')","tensor(0.9539, device='cuda:0')"
37,291.18574047088623,0.014172399067691868,"tensor(0.0074, device='cuda:0')","tensor(0.9497, device='cuda:0')"
38,308.80045557022095,0.014267351643476915,"tensor(0.0080, device='cuda:0')","tensor(0.9524, device='cuda:0')"
39,300.55588960647583,0.014312937673472886,"tensor(0.0080, device='cuda:0')","tensor(0.9467, device='cuda:0')"
40,306.02400612831116,0.013094836879468058,"tensor(0.0072, device='cuda:0')","tensor(0.9516, device='cuda:0')"
